Date,gross_return,transaction_cost,portfolio_return,turnover,equity_curve,benchmark_return,benchmark_equity
2021-12-15,0.024483233838479612,0.0,0.024483233838479612,0.0,6.30763839391353,0.01562503393647008,2.600341204879627
2021-12-16,-0.021134353874156353,0.0,-0.021134353874156353,0.0,6.174330531986346,-0.008818565165074066,2.577409926512969
2021-12-17,0.00137644620102928,0.0,0.00137644620102928,0.0,6.182829165790998,-0.010642896540444369,2.549978819322777
2021-12-20,-0.023047298249609383,0.0,-0.023047298249609383,0.0,6.040331657980629,-0.010633434951857312,2.5228637854188944
2021-12-21,0.03224118291905098,0.0,0.03224118291905098,0.0,6.2350790958573175,0.017759047344589884,2.5676674428280997
2021-12-22,0.022914311783193142,0.0,0.022914311783193142,0.0,6.377951642252662,0.009998697766026021,2.593340773552603
2021-12-23,0.007663985751776736,0.0,0.007663985751776736,0.0,6.426832172764406,0.0062221138240174945,2.6094768350301125
2021-12-27,0.022418964745410053,0.0,0.022418964745410053,0.0,6.570915096670279,0.014152120133606116,2.646406464685321
2021-12-28,-0.009918809481852864,0.0,-0.009918809481852864,0.0,6.505739441704976,-0.0008173359822303272,2.6442434614581267
2021-12-29,-0.0045065956830101506,0.0,-0.0045065956830101506,0.0,6.4764207044222,0.0012795143584629631,2.647626808934334
2021-12-30,0.004770749960204768,0.0,0.004770749960204768,0.0,6.507318088240091,-0.002764571692612461,2.6403072548057525
2021-12-31,-0.0010629593683676442,0.0,-0.0010629593683676442,0.0,6.500401073515248,-0.002520109307779461,2.6336533919175187
2022-01-03,-0.006657839277066813,0.0,-0.006657839277066813,0.0,6.457122447931311,0.00578985572051427,2.648901865074564
2022-01-04,-0.005802900753827167,0.0,-0.005802900753827167,0.0,6.4196524072106556,-0.00033507784194153345,2.6480142767541
2022-01-05,-0.04611414548011533,0.0,-0.04611414548011533,0.0,6.123615622172771,-0.019202168845605883,2.5971666595062928
2022-01-06,-0.0027963797897500586,0.0,-0.0027963797897500586,0.0,6.106491667206729,-0.0009394050908697604,2.5947268679245155
2022-01-07,-0.014498379235874936,0.0,-0.014498379235874936,0.0,6.017957435214856,-0.00395355289158561,2.5844684780129574
2022-01-10,0.0007214960924084024,0.0,0.0007214960924084024,0.0,6.022299367988644,-0.0012442110108579207,2.5812528538753985
2022-01-11,0.026745944364638174,0.0,0.026745944364638174,0.0,6.1833714518320635,0.009108176614801788,2.604763360755957
2022-01-12,-0.0009820869189091086,0.0,-0.0009820869189091086,0.0,6.177298843614463,0.002703595931342173,2.611805588380206
2022-01-13,-0.0212388709051356,0.0,-0.0212388709051356,0.0,6.0460999909324915,-0.013778510718363224,2.5758187970864284
